Title,TomatometerScore,AudienceScore,Rating,Genre,Director,R. Date (Theaters),R. Date (Streaming),Runtime
Small Crimes,59.0,30.0,NR,crime,E.L.Katz,,2017-05-06,95.0
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",100.0,,NR,comedy,LizPlonka,,,60.0
Ocean Waves (Umi Ga Kikoeru),88.0,66.0,PG-13,adventure,TomomiMochizuki,2016-12-28,2019-12-13,72.0
Walking With The Enemy,45.0,59.0,PG-13,history,MarkSchmidt,2014-04-25,2017-04-11,126.0
Monster Trucks,32.0,51.0,PG,action,ChrisWedge,2017-01-13,2017-03-28,105.0
Love Thy Nature,30.0,88.0,NR,documentary,SylvieRokab,2016-04-22,2017-04-30,76.0
The Outcasts,56.0,47.0,PG-13,comedy,PeterHutchings,2017-04-14,2017-05-03,95.0
The Founder,80.0,82.0,PG-13,biography,JohnLeeHancock,2017-01-20,2017-04-04,115.0
Sand Castle,47.0,44.0,TVMA,drama,FernandoCoimbra,,2017-05-23,113.0
Split,77.0,79.0,PG-13,horror,M.NightShyamalan,2017-01-20,2017-04-05,117.0
Sleepless,25.0,37.0,R,action,BaranboOdar,2017-01-13,2017-04-04,95.0
The Blackout Experiments,45.0,41.0,NR,documentary,RichFox,2016-07-22,2016-09-20,81.0
Backgammon,0.0,60.0,NR,mysteryandthriller,FranciscoOrvañanos,2016-03-11,2016-10-21,89.0
War On Everyone,61.0,37.0,R,comedy,JohnMichaelMcDonagh,,2017-03-30,98.0
Punching Henry,77.0,63.0,NR,comedy,GregoriViens,2017-02-24,2017-02-21,95.0
Lion,84.0,91.0,PG-13,biography,GarthDavis,2016-12-21,2017-04-01,121.0
We Are X,82.0,86.0,R,music,StephenKijak,2016-10-21,2017-04-25,93.0
The Girl With All The Gifts,86.0,67.0,R,horror,ColmMcCarthy,2017-02-24,2017-04-25,111.0
Underworld: Blood Wars,21.0,49.0,R,fantasy,AnnaFoerster,2017-01-06,2017-04-25,92.0
Hidden Figures,93.0,93.0,PG,history,TheodoreMelfi,2017-01-06,2017-03-28,127.0
Toni Erdmann,93.0,73.0,R,comedy,MarenAde,2016-12-25,2017-04-11,162.0
Mean Dreams,78.0,56.0,R,mysteryandthriller,NathanMorlando,2017-03-17,2017-04-18,105.0
Detour,65.0,42.0,R,mysteryandthriller,ChristopherSmith,2017-01-20,2017-04-25,97.0
Sandy Wexler,27.0,39.0,TV14,comedy,StevenBrill,,2017-04-14,130.0
Disturbing The Peace,100.0,69.0,NR,documentary,"StephenApkon,AndrewYoung",2016-11-11,2017-04-25,83.0
Brimstone,42.0,53.0,R,mysteryandthriller,MartinKoolhoven,2017-03-10,2017-04-11,148.0
Before The Flood,75.0,77.0,PG,documentary,FisherStevens,2016-10-21,2016-10-31,93.0
Tramps,95.0,68.0,NR,romance,AdamLeon,,2017-05-23,82.0
The Levelling,94.0,57.0,R,drama,HopeDicksonLeach,2017-03-24,2017-04-25,83.0
Catfight,73.0,43.0,NR,comedy,OnurTukel,2017-03-03,2017-04-12,96.0
The Duelist (Duelyant),43.0,65.0,R,history,AlekseyMizgirev,2016-12-02,2017-04-18,109.0
Mifune: The Last Samurai,83.0,77.0,NR,documentary,StevenOkazaki,2016-11-25,2017-05-04,80.0
The Dark Tapes,90.0,57.0,NR,horror,"VincentJ.Guastini,MichaelMcQuown",,2017-04-18,98.0
Teen Titans: The Judas Contract,83.0,72.0,PG-13,action,SamLiu,,2017-04-10,76.0
Daughters Of The Dust,98.0,64.0,NR,drama,JulieDash,,2017-04-11,114.0
Brothers Hypnotic,100.0,55.0,NR,documentary,ReubenAtlas,,2017-10-19,80.0
Fantastic Beasts And Where To Find Them,74.0,79.0,PG-13,fantasy,DavidYates,2016-11-18,2017-03-08,127.0
A Monster Calls,86.0,81.0,PG-13,fantasy,JuanAntonioBayona,2017-01-06,2017-03-14,108.0
A Midsummer Night's Dream,100.0,67.0,NR,fantasy,JulieTaymor,2015-06-22,2020-07-01,144.0
The Creeping Garden,95.0,60.0,NR,documentary,"TimGrabham,JasperSharp",,2017-03-11,81.0
Rogue One: A Star Wars Story,84.0,86.0,PG-13,scifi,GarethEdwards,2016-12-16,2017-03-24,134.0
A Tale Of Love And Darkness,71.0,50.0,PG-13,drama,NataliePortman,2016-08-19,2016-12-20,98.0
The Bounce Back,67.0,74.0,PG-13,romance,YoussefDelara,2016-12-09,2017-04-04,104.0
Newtown,94.0,68.0,NR,history,KimA.Snyder,2016-10-07,2017-01-03,85.0
Paterson,96.0,72.0,R,drama,JimJarmusch,2016-12-28,2017-03-21,118.0
Despite The Falling Snow,9.0,44.0,PG-13,mysteryandthriller,ShamimSarif,,2017-04-20,93.0
Office Christmas Party,41.0,40.0,R,other,"JoshGordon,WillSpeck",2016-12-09,2017-03-21,105.0
Patriots Day,80.0,86.0,R,crime,PeterBerg,2017-01-13,2017-03-22,130.0
The Discovery,45.0,43.0,NR,scifi,CharlieMcDowell,,2017-04-01,110.0
Arsenal,3.0,17.0,R,action,StevenC.Miller,2017-01-06,2017-03-28,92.0
Youth In Oregon,45.0,50.0,NR,drama,JoelDavidMoore,2017-02-03,2017-02-03,99.0
Is That A Gun In Your Pocket?,0.0,92.0,R,comedy,MattCooper,2016-09-16,2017-04-08,97.0
We Go On,100.0,53.0,NR,horror,"JesseHolland,AndyMitton",,2017-05-04,90.0
20th Century Women,88.0,74.0,R,drama,MikeMills,2017-01-20,2017-04-14,118.0
Carrie Pilby,62.0,73.0,NR,drama,SusanJohnson,2017-03-31,2017-04-04,98.0
Don't Hang Up,25.0,31.0,R,horror,"DamienMacé,AlexisWajsbrot",2017-02-10,2017-04-09,83.0
SHOT!: The Psycho-Spiritual Mantra Of Rock,94.0,45.0,NR,music,BarnabyClay,2017-04-07,2017-04-07,95.0
Sword Master,67.0,56.0,NR,action,Tung-ShingYee,2016-12-09,2017-03-07,105.0
Bwoy,88.0,50.0,NR,drama,JohnG.Young,,2017-04-05,85.0
The Book Of Love,8.0,63.0,PG-13,drama,BillPurple,2017-01-13,2017-03-23,104.0
Believe,33.0,68.0,PG,other,BillyDickson,2016-12-02,2017-03-28,119.0
Bethany,29.0,43.0,NR,horror,JamesCullenBressack,2017-04-07,2017-04-08,90.0
Speech & Debate,55.0,47.0,PG-13,comedy,DanHarris,2017-04-07,2017-05-13,115.0
Win It All,85.0,55.0,NR,comedy,JoeSwanberg,,2017-05-23,90.0
Don't Kill It,93.0,38.0,NR,horror,MikeMendez,2017-03-03,2017-03-25,93.0
Multiple Maniacs,100.0,73.0,NR,drama,JohnWaters,,2017-03-21,90.0
Assassin's Creed,18.0,43.0,PG-13,adventure,JustinKurzel,2016-12-21,2017-03-10,116.0
Solace,25.0,43.0,R,mysteryandthriller,AfonsoPoyart,2016-12-16,2017-03-13,101.0
Passengers,30.0,63.0,PG-13,scifi,MortenTyldum,2016-12-21,2017-03-14,111.0
Live By Night,35.0,42.0,R,crime,BenAffleck,2017-01-13,2017-03-07,129.0
I Am Michael,64.0,37.0,NR,drama,JustinKelly,2017-01-27,2017-02-11,102.0
Uncertain,100.0,82.0,NR,drama,"EwanMcNicol,AnnaSandilands",2017-03-09,2017-03-23,82.0
Evolution,83.0,44.0,NR,mysteryandthriller,LucileHadzihalilovic,2016-11-25,2017-03-21,81.0
Why Him?,39.0,51.0,R,other,JohnHamburg,2016-12-23,2017-03-14,111.0
Tanna,92.0,76.0,NR,adventure,"BentleyDean,MartinButler",2016-09-16,2017-03-07,104.0
Sing,72.0,72.0,PG,kidsandfamily,GarthJennings,2016-12-21,2017-03-08,108.0
Julieta,83.0,74.0,R,drama,PedroAlmodóvar,2016-12-21,2017-03-21,96.0
Collateral Beauty,14.0,64.0,PG-13,fantasy,DavidFrankel,2016-12-16,2017-03-14,97.0
Miss Sloane,76.0,72.0,R,drama,JohnMadden,2016-12-09,2017-03-14,132.0
Fire At Sea (Fuocoammare),95.0,65.0,NR,documentary,GianfrancoRosi,2016-10-21,2017-02-14,108.0
Tower,99.0,89.0,NR,documentary,KeithMaitland,2016-10-12,2017-01-11,98.0
From Nowhere,92.0,75.0,NR,drama,MatthewNewton,2017-02-17,2017-02-17,89.0
The Love Witch,95.0,61.0,NR,horror,AnnaBiller,2016-11-11,2017-02-03,120.0
Bakery In Brooklyn (My Bakery In Brooklyn),43.0,15.0,NR,drama,GustavoRon,2017-01-20,2017-03-07,100.0
"Mother, May I Sleep With Danger?",62.0,21.0,TV14,mysteryandthriller,MelanieAitkenhead,,2016-12-01,90.0
Being 17 (Quand On A 17 Ans),95.0,75.0,NR,drama,AndréTéchiné,2016-10-07,2017-03-14,114.0
A Kind Of Murder,35.0,14.0,R,crime,AndyGoddard,2016-12-16,2017-03-21,98.0
Fences,92.0,75.0,PG-13,drama,DenzelWashington,2016-12-25,2017-02-24,133.0
Elle,91.0,73.0,R,mysteryandthriller,PaulVerhoeven,2016-11-11,2017-03-14,131.0
The Brooklyn Banker,20.0,92.0,R,crime,FedericoCastelluccio,2016-08-05,2016-08-25,99.0
Silence,83.0,69.0,R,history,MartinScorsese,2017-01-13,2017-03-14,161.0
Stray Bullets,75.0,15.0,NR,crime,JackFessenden,2017-02-10,2017-03-10,83.0
Deidra & Laney Rob A Train,92.0,57.0,NR,crime,SydneyFreeland,,2017-05-23,80.0
Bokeh,43.0,24.0,NR,scifi,"GeoffreyOrthwein,AndrewSullivan",2017-03-24,2017-04-14,92.0
Burning Sands,88.0,59.0,NR,drama,GerardMcMurray,,2017-03-10,96.0
The Most Hated Woman In America,36.0,39.0,NR,biography,TommyO'Haver,,2017-05-23,91.0
Dig Two Graves,71.0,39.0,NR,horror,HunterAdams,2017-03-24,2017-04-24,85.0
Doctor Strange,89.0,86.0,PG-13,adventure,ScottDerrickson,2016-11-04,2017-02-14,115.0
Moana,95.0,89.0,PG,animation,"JohnMusker,RonClements",2016-11-23,2017-02-21,113.0
Shut In,7.0,22.0,PG-13,mysteryandthriller,FarrenBlackburn,2016-11-11,2017-02-21,91.0
Sound Of Redemption: The Frank Morgan Story,100.0,,NR,drama,N.C.Heikin,,2017-02-21,84.0
The Brand New Testament (Le Tout Nouveau Testament),82.0,68.0,NR,fantasy,JacoVanDormael,2016-12-09,2017-03-07,113.0
Chronic,77.0,57.0,R,drama,MichelFranco,2016-09-23,2017-02-14,93.0
Man Down,16.0,58.0,R,mysteryandthriller,DitoMontiel,2016-12-02,2017-02-21,90.0
Jackie,87.0,60.0,R,biography,PabloLarraín,2017-01-27,2017-02-21,99.0
The Eyes Of My Mother,78.0,57.0,R,horror,NicolasPesce,2016-12-02,2017-03-07,76.0
Incarnate,17.0,23.0,PG-13,horror,BradPeyton,2016-12-02,2017-02-21,86.0
Always Shine,92.0,52.0,NR,mysteryandthriller,SophiaTakal,2016-11-25,2017-03-07,87.0
All We Had,40.0,47.0,NR,drama,KatieHolmes,2016-12-09,2017-02-24,105.0
Johnny Frank Garrett's Last Word,50.0,38.0,NR,horror,SimonRumley,,2017-03-14,95.0
Allied,60.0,63.0,R,history,RobertZemeckis,2016-11-23,2017-02-14,119.0
Lavender,36.0,27.0,NR,mysteryandthriller,EdGass-Donnelly,2017-03-03,2017-04-01,93.0
Rules Don't Apply,54.0,33.0,PG-13,drama,WarrenBeatty,2016-11-23,2017-02-14,121.0
Officer Downe,33.0,30.0,R,fantasy,ShawnCrahan,2016-11-18,2017-02-28,91.0
Cold War 2,60.0,57.0,NR,action,"LongmondLeungLok-Man,SunnyLukKim-Ching",2016-07-08,2017-02-07,114.0
New Life,29.0,63.0,PG,drama,DrewWaters,2016-10-28,2017-03-07,88.0
Moonlight,98.0,79.0,R,drama,BarryJenkins,2016-11-18,2017-02-21,111.0
The Legend Of The Chupacabras (La Leyenda Del Chupacabras),25.0,25.0,PG,action,AlbertoChinoRodríguez,2016-10-14,2017-03-07,81.0
Trespass Against Us,57.0,25.0,R,crime,AdamSmith,2017-01-20,2017-02-16,100.0
Contract To Kill,0.0,18.0,R,mysteryandthriller,KeoniWaxman,2016-12-09,2017-02-28,90.0
The Red Pill,29.0,92.0,NR,documentary,CassieJaye,,2017-03-07,117.0
The Grace Of Jake,80.0,69.0,NR,drama,ChristopherHicky,2017-02-03,2017-03-20,92.0
100 Streets,41.0,35.0,NR,drama,JimO'Hanlon,2017-01-13,2017-04-04,93.0
The C Word,100.0,95.0,NR,documentary,MeghanO'Hara,,2017-03-07,89.0
The Institute,0.0,14.0,R,mysteryandthriller,"JamesFranco,PamelaRomanowsky",2017-03-03,2017-04-04,90.0
The Trouble With Terkel,40.0,80.0,NR,animation,"KrestenVestbjergAndersen,ThorbjørnChristoffersen,RandolphKret",2010-09-17,2017-05-13,88.0
Blood On The Mountain,90.0,59.0,NR,documentary,"Mari-LynnC.Evans,JordanFreeman",2016-11-18,2017-03-10,93.0
Ha-shoter (Policeman),61.0,47.0,NR,drama,NadavLapid,2014-06-13,2020-02-28,105.0
Girlfriend's Day,43.0,37.0,TVMA,comedy,MichaelStephenson,,2017-05-23,70.0
A Long Way From Home,33.0,33.0,NR,drama,VirginiaGilbert,,2017-04-04,85.0
Beauty And The Beast (La Belle Et La Bête),41.0,53.0,PG-13,fantasy,ChristopheGans,2016-09-23,2017-02-21,112.0
Marinoni: The Fire In The Frame,70.0,80.0,NR,documentary,TonyGirardin,2016-04-01,2017-02-24,90.0
Bleed For This,70.0,69.0,R,biography,BenYounger,2016-11-18,2017-01-31,116.0
Billy Lynn's Long Halftime Walk,44.0,41.0,R,drama,AngLee,2016-11-18,2017-02-14,108.0
Speed Sisters,92.0,83.0,NR,adventure,AmberFares,,2017-09-28,80.0
Hacksaw Ridge,85.0,91.0,R,biography,MelGibson,2016-11-04,2017-02-07,139.0
Golden Kingdom,100.0,70.0,NR,drama,BrianPerkins,,2016-11-18,104.0
Bad Santa 2,24.0,33.0,R,other,MarkWaters,2016-11-23,2017-02-21,92.0
Sophie And The Rising Sun,64.0,60.0,R,history,MaggieGreenwald,2017-01-27,2017-02-21,116.0
Manchester By The Sea,96.0,78.0,R,drama,KennethLonergan,2016-12-16,2017-02-07,137.0
Christine,88.0,71.0,R,biography,AntonioCampos,2016-10-14,2017-01-10,119.0
The Edge Of Seventeen,94.0,83.0,R,drama,KellyFremon,2016-11-18,2017-01-31,105.0
King Cobra,49.0,32.0,NR,crime,JustinKelly,2016-10-21,2017-02-14,92.0
Nocturnal Animals,74.0,73.0,R,crime,TomFord,2016-12-09,2017-02-07,116.0
Arrival,94.0,82.0,PG-13,scifi,DenisVilleneuve,2016-11-11,2017-01-31,116.0
Priceless,40.0,77.0,PG-13,drama,BenSmallbone,2016-10-14,2017-01-31,98.0
Tharlo,90.0,,NR,drama,PemaTseden,,2017-02-15,123.0
Seasons (Les Saisons),97.0,70.0,PG,documentary,"JacquesPerrin,JacquesCluzaud",2016-11-25,2017-02-15,97.0
In Dubious Battle,30.0,38.0,R,history,JamesFranco,2017-02-17,2017-03-21,114.0
Creepy (Kuripi: Itsuwari No Rinjin),90.0,56.0,NR,mysteryandthriller,KiyoshiKurosawa,,2017-03-23,130.0
Drifter,42.0,12.0,NR,horror,ChrisvonHoffmann,2017-02-24,2017-03-26,86.0
The Crash (Jekyll Island),17.0,71.0,R,crime,AramRappaport,2017-01-13,2017-03-03,84.0
I Don't Feel At Home In This World Anymore.,89.0,77.0,NR,crime,MaconBlair,,2017-05-23,96.0
VooDoo,30.0,96.0,NR,horror,TomCostabile,2017-02-24,2017-02-24,84.0
Eagles Of Death Metal: Nos Amis (Our Friends),100.0,92.0,NR,music,ColinHanks,2017-02-10,2017-04-17,83.0
Human Flow,91.0,81.0,PG-13,documentary,AiWeiwei,2017-10-13,2018-01-09,140.0
American Pastoral,23.0,30.0,R,drama,EwanMcGregor,2016-10-21,2017-01-24,108.0
Trolls,76.0,67.0,PG,animation,"MikeMitchell,WaltDohrn",2016-11-04,2017-01-24,88.0
Imperial Dreams,92.0,83.0,NR,drama,MalikVitthal,,2017-05-23,87.0
Jack Reacher: Never Go Back,37.0,42.0,PG-13,mysteryandthriller,EdwardZwick,2016-10-21,2017-01-17,113.0
The 9th Life Of Louis Drax,38.0,37.0,R,mysteryandthriller,AlexandreAja,2016-09-02,2017-02-07,108.0
Bleak Street (La Calle De La Amargura),58.0,38.0,NR,drama,ArturoRipstein,,2017-09-29,100.0
Desierto,63.0,47.0,R,action,JonásCuarón,2016-10-14,2017-02-07,90.0
"Look At Us Now, Mother!",80.0,94.0,NR,documentary,GayleKirschenbaum,,2017-02-07,86.0
Antibirth,70.0,33.0,NR,horror,DannyPerez,,2017-02-25,94.0
The Eagle Huntress,94.0,86.0,G,documentary,OttoBell,2016-11-02,2017-02-07,87.0
Frank & Lola,69.0,42.0,NR,mysteryandthriller,MatthewRoss,2016-12-09,2016-12-09,88.0
Cameraperson,99.0,68.0,NR,documentary,KirstenJohnson,2016-09-09,2017-01-11,102.0
Tyler Perry's Boo! A Madea Halloween,19.0,52.0,PG-13,adventure,TylerPerry,2016-10-21,2017-01-31,103.0
Shepherds And Butchers,56.0,51.0,R,drama,OliverSchmitz,,2017-01-24,106.0
Hunter Gatherer,96.0,58.0,NR,drama,JoshuaLocy,2016-11-16,2017-02-07,88.0
Little Sister,94.0,56.0,NR,drama,ZachClark,2016-10-14,2017-03-11,91.0
Loving,89.0,76.0,PG-13,biography,JeffNichols,2016-11-23,2017-01-24,123.0
Nerdland,21.0,28.0,NR,animation,ChrisPrynoski,2016-12-06,2017-01-30,83.0
Almost Christmas,49.0,64.0,PG-13,other,DavidE.Talbert,2016-11-11,2017-01-24,112.0
Left On Purpose,88.0,100.0,NR,biography,JustinSchein,2017-02-10,2017-02-10,95.0
Come What May,43.0,56.0,R,history,ChristianCarion,2016-09-09,2017-02-07,114.0
Abattoir,38.0,29.0,R,horror,DarrenBousman,2016-12-09,2016-12-09,98.0
Dr. Feelgood: Dealer Or Healer?,83.0,48.0,NR,documentary,EveMarson,,2017-01-31,81.0
Spin Out,13.0,47.0,NR,romance,"TimFerguson,MarcGracie",,2017-02-07,92.0
Justice League Dark,78.0,69.0,R,action,JayOliva,,2017-01-24,76.0
The Adventure Club,20.0,50.0,NR,adventure,GeoffAnderson,2017-02-10,2017-02-10,90.0
Burn Country,60.0,41.0,NR,drama,IanOlds,2016-12-09,2016-12-09,103.0
Eloise,11.0,17.0,R,horror,RobertLegato,2017-02-03,2017-03-27,89.0
Akron,67.0,73.0,NR,drama,"SashaKing,BrianO'Donnell",,2017-02-07,88.0
1 Night (One Night),33.0,61.0,NR,drama,MinhalBaig,2017-02-10,2017-03-23,80.0
Sex Doll,0.0,40.0,NR,mysteryandthriller,SylvieVerheyde,2017-02-10,2017-07-10,104.0
"Michael Bolton's Big, Sexy Valentine's Day Special",100.0,62.0,NR,nan,ScottAukerman,,,
Masterminds,34.0,35.0,PG-13,action,JaredHess,2016-09-30,2017-01-13,95.0
Inferno,23.0,36.0,PG-13,adventure,RonHoward,2016-10-28,2017-01-24,116.0
The Light Between Oceans,61.0,61.0,PG-13,drama,DerekCianfrance,2016-09-02,2017-01-24,133.0
The Hollow Point,40.0,31.0,R,crime,GonzaloLópez-Gallego,2016-12-16,2017-01-29,97.0
Keeping Up With The Joneses,20.0,37.0,PG-13,action,GregMottola,2016-10-21,2017-01-10,100.0
Ouija: Origin Of Evil,82.0,57.0,PG-13,mysteryandthriller,MikeFlanagan,2016-10-21,2017-01-11,99.0
USS Indianapolis: Men Of Courage,17.0,30.0,R,action,MarioVanPeebles,,2017-01-17,135.0
Antarctica: Ice & Sky (La Glace Et Le Ciel),89.0,50.0,NR,documentary,LucJacquet,2017-01-20,2017-01-20,89.0
Reset (Relève: Histoire D'une Création),71.0,44.0,NR,documentary,"ThierryDemaizière,AlbanTeurlai",2017-01-13,2017-01-13,110.0
A Month Of Sundays,63.0,60.0,PG-13,drama,MatthewSaville,,2017-01-24,109.0
Ixcanul,97.0,75.0,NR,drama,JayroBustamante,2016-08-19,2017-03-23,93.0
The Girl On The Train,44.0,49.0,R,mysteryandthriller,TateTaylor,2016-10-07,2017-01-03,112.0
The Whole Truth,30.0,33.0,R,crime,CourtneyHunt,2016-10-21,2017-01-17,93.0
The Birth Of A Nation,73.0,71.0,R,biography,NateParker,2016-10-07,2016-12-21,114.0
The Free World,47.0,54.0,R,drama,JasonLew,2016-09-23,2017-01-17,100.0
Jim: The James Foley Story,91.0,74.0,NR,documentary,BrianOakes,,2016-11-30,110.0
Zero Days,92.0,75.0,PG-13,documentary,AlexGibney,2016-07-08,2016-11-30,116.0
Claire In Motion,63.0,30.0,NR,drama,"LisaRobinson,AnnieJ.Howell",2017-01-13,2017-04-16,83.0
"My Father, Die",67.0,48.0,NR,action,SeanBrosnan,2017-01-20,2017-02-20,90.0
The Anthropologist,100.0,74.0,NR,documentary,"SethKramer,DanielA.Miller,JeremyNewberger",2016-11-11,2016-12-06,81.0
Passage To Mars,29.0,85.0,NR,documentary,Jean-ChristopheJeauffre,2016-09-30,2016-12-22,94.0
I'm Not Ashamed,20.0,82.0,PG-13,biography,BrianBaugh,2016-10-21,2017-01-10,112.0
Long Way North (Tout En Haut Du Monde),98.0,76.0,PG,drama,RémiChayé,2016-09-30,2017-01-03,81.0
The Handmaiden (Ah-ga-ssi),95.0,91.0,NR,mysteryandthriller,Chan-wookPark,2016-10-21,2017-01-30,144.0
Train To Busan (Busanhaeng),94.0,88.0,NR,horror,Sang-hoYeon,2016-07-22,2016-12-06,118.0
The Monster,81.0,40.0,R,horror,BryanBertino,2016-11-11,2017-03-09,91.0
Attack Of The Lederhosen Zombies,55.0,38.0,NR,horror,DominikHartl,2017-01-13,2017-02-17,78.0
Roger Corman's Death Race 2050,88.0,33.0,R,scifi,G.J.Echternkamp,,2017-01-17,93.0
Come And Find Me,62.0,32.0,R,mysteryandthriller,ZackWhedon,,2017-01-17,112.0
IBoy,69.0,39.0,NR,scifi,AdamRandall,2017-01-27,2017-04-13,91.0
What Alice Found,68.0,50.0,R,drama,A.DeanBell,,2017-03-13,96.0
The Dressmaker,57.0,66.0,R,drama,JocelynMoorhouse,2016-09-23,2016-12-13,113.0
Max Steel,0.0,48.0,PG-13,scifi,StewartHendler,2016-10-14,2017-01-18,92.0
The Disappointments Room,0.0,17.0,R,horror,D.J.Caruso,2016-09-09,2016-12-13,92.0
Deepwater Horizon,83.0,82.0,PG-13,action,PeterBerg,2016-09-30,2017-03-22,107.0
The Magnificent Seven,64.0,72.0,PG-13,adventure,AntoineFuqua,2016-09-23,2016-12-20,128.0
Snowden,61.0,70.0,R,biography,OliverStone,2016-09-16,2017-01-17,134.0
When The Bough Breaks,12.0,45.0,PG-13,drama,JonCassar,2016-09-09,2016-12-27,102.0
Kevin Hart: What Now?,76.0,58.0,R,documentary,"LeslieSmall,TimStory",2016-10-14,2017-01-03,96.0
The Accountant,52.0,76.0,R,action,GavinO'Connor,2016-10-14,2016-12-27,128.0
Sully,85.0,84.0,PG-13,biography,ClintEastwood,2016-09-09,2016-12-06,96.0
Hitchcock/Truffaut,96.0,76.0,PG-13,documentary,KentJones,2015-12-02,2016-11-30,80.0
Closet Monster,81.0,72.0,NR,drama,StephenDunn,2016-09-23,2017-03-18,90.0
Greater,67.0,85.0,PG,biography,DavidHunt,2016-08-26,2016-12-20,130.0
Denial,82.0,71.0,PG-13,drama,MickJackson,2016-10-21,2016-12-27,110.0
Middle School: The Worst Years Of My Life,63.0,58.0,PG,kidsandfamily,SteveCarr,2016-10-07,2016-12-20,92.0
31,47.0,35.0,R,horror,RobZombie,2016-10-21,2016-10-26,102.0
Operation Avalanche,69.0,52.0,R,mysteryandthriller,MattJohnson,2016-09-16,2017-01-03,94.0
The Monkey King 2 (San Da Bai Gu Jing),100.0,51.0,NR,fantasy,Pou-SoiCheang,2016-02-05,2016-12-06,119.0
American Honey,79.0,63.0,R,drama,AndreaArnold,2016-09-30,2016-12-27,162.0
Under The Shadow,99.0,73.0,PG-13,horror,BabakAnvari,2016-10-07,2017-01-17,84.0
No Manches Frida,13.0,73.0,PG-13,comedy,NachoG.Velilla,2016-09-02,2016-12-13,100.0
Kill Command,75.0,45.0,NR,scifi,StevenGomez,2016-11-25,2017-01-28,99.0
A Man Called Ove (En Man Som Heter Ove),91.0,87.0,PG-13,drama,HannesHolm,2016-09-30,2016-12-13,116.0
In A Valley Of Violence,77.0,51.0,R,western,TiWest,2016-10-21,2016-12-27,104.0
Coming Through The Rye,70.0,65.0,PG-13,drama,JamesStevenSadwith,2016-10-14,2016-12-13,97.0
Blair Witch,37.0,31.0,R,horror,AdamWingard,2016-09-16,2017-01-03,89.0
Bright Lights: Starring Carrie Fisher And Debbie Reynolds,100.0,86.0,NR,documentary,"AlexisBloom,FisherStevens",,2017-02-03,95.0
Dog Eat Dog,50.0,18.0,NR,crime,PaulSchrader,2016-11-04,2016-12-27,93.0
Yarn,78.0,39.0,NR,documentary,UnaLorenzen,2016-06-24,2017-03-23,76.0
Pet,56.0,32.0,R,mysteryandthriller,CarlesTorrens,2016-12-02,2017-03-02,90.0
Dad's Army,31.0,36.0,NR,comedy,OliverParker,,2016-12-06,100.0
Fake It So Real,91.0,49.0,NR,documentary,RobertGreene,,2016-08-10,94.0
The Secret Life Of Pets,73.0,62.0,PG,adventure,ChrisRenaud,2016-07-08,2016-11-22,91.0
Miss Peregrine's Home For Peculiar Children,64.0,60.0,PG-13,action,TimBurton,2016-09-30,2016-12-13,121.0
Ben-Hur,25.0,53.0,PG-13,action,TimurBekmambetov,2016-08-19,2017-01-04,125.0
Hillsong - Let Hope Rise,60.0,78.0,PG,music,MichaelJohnWarren,2016-09-16,2016-12-06,103.0
Jason Bourne,54.0,55.0,PG-13,action,PaulGreengrass,2016-07-29,2017-02-04,123.0
Suicide Squad,26.0,59.0,PG-13,adventure,DavidAyer,2016-08-05,2016-11-15,123.0
Sugar Mountain,36.0,36.0,NR,mysteryandthriller,RichardGray,2016-12-09,2016-12-09,106.0
The Hollars,47.0,59.0,PG-13,drama,JohnKrasinski,2016-08-26,2016-12-07,88.0
Storks,66.0,62.0,PG,adventure,"NicholasStoller,DougSweetland",2016-09-23,2016-12-06,83.0
For The Love Of Spock,100.0,82.0,NR,documentary,AdamNimoy,2016-09-09,2016-11-29,100.0
SiREN,65.0,41.0,NR,horror,GreggBishop,2016-12-02,2016-12-06,82.0
808,100.0,60.0,NR,documentary,AlexDunn,2016-12-09,2017-03-11,107.0
Southside With You,92.0,71.0,PG-13,biography,RichardTanne,2016-08-26,2016-11-30,81.0
Oddball And The Penguins (Oddball),87.0,62.0,NR,adventure,StuartMcDonald,2016-12-06,2016-12-06,96.0
Attack On Titan: Part 2 (Shingeki No Kyojin Endo Obu Za Warudo),50.0,36.0,NR,adventure,ShinjiHiguchi,2015-10-20,2016-12-06,90.0
Bridget Jones's Baby,78.0,65.0,R,romance,SharonMaguire,2016-09-16,2017-03-27,122.0
Author: The JT LeRoy Story,77.0,62.0,R,documentary,JeffFeuerzeig,2016-09-09,2016-12-06,110.0
Equity,82.0,52.0,R,drama,MeeraMenon,2016-07-29,2016-12-13,100.0
Little Men,97.0,63.0,PG,drama,IraSachs,2016-08-05,2016-12-14,85.0
Florence Foster Jenkins,87.0,68.0,PG-13,biography,StephenFrears,2016-08-12,2016-11-30,110.0
Slash,92.0,57.0,NR,drama,ClayLiford,2016-12-09,2017-04-05,100.0
Harry Benson: Shoot First,85.0,46.0,NR,documentary,"JustinBare,MatthewMiele",2016-12-09,2017-03-14,87.0
Let's Be Evil,15.0,16.0,NR,scifi,MartinOwen,2016-08-05,2016-11-23,83.0
Morgan,38.0,30.0,R,scifi,LukeScott,2016-09-02,2016-12-02,88.0
Shelley,91.0,38.0,NR,horror,AliAbbasi,2016-07-29,2016-12-13,92.0
